,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,imdbId,title,releaseYear,releaseDate,genre,writers,actors,directors,sequel,hitFlop,rating,votes,runtimes
585,585,585,585,585,585,585,585,585,585,585,tt1118646,Aseema: Beyond Boundaries,2009,18 Dec 2009,Drama | Romance,Kadambini Mishra (screenplay) | Sisir Misra (dialogue) | Sisir Misra (screenplay) | Sailaja Kumari Aparajita Mohanty (original novel),Gracy Singh | Asseem Merchant | Neha Pendse | Aryan Singh,Sisir Misra,0.0,1,5.8,13.0,
586,586,586,586,586,586,586,586,586,586,586,tt1120897,Dhan Dhana Dhan Goal,2007,23 Nov 2007,Sport,Anurag Kashyap (dialogue) | Rohit Malhotra (story) | Vikramaditya Motwane (screenplay),John Abraham | Arshad Warsi | Bipasha Basu | Boman Irani,Vivek Agnihotri,0.0,2,4.9,2106.0,167.0
587,587,587,587,587,587,587,587,587,587,587,tt1124386,Pankh,2010,02 Apr 2010,Drama,Sudipto Chattopadhyay (story) | Sudipto Chattopadhyay,Bipasha Basu | Lillete Dubey | Mahesh Manjrekar | Ronit Roy,Sudipto Chattopadhyay,0.0,1,4.3,110.0,98.0
588,588,588,588,588,588,588,588,588,588,588,tt1126516,Money Hai Toh Honey Hai,2008,25 Jul 2008,Comedy | Drama,Muazzam Beg | Sameer (lyrics),Govinda | Manoj Bajpayee | Aftab Shivdasani | Upen Patel,Ganesh Acharya,0.0,1,2.8,494.0,138.0
589,589,589,589,589,589,589,589,589,589,589,tt1127870,Mumbai Salsa,2007,26 Oct 2007,Comedy | Drama,Dheeraj Rattan (additional screenplay) | Manoj Tyagi (screenplay),Linda Arsenio | Shaurya Chauhan | Alisha Chinoi | Vir Das,Manoj Tyagi,0.0,1,5.0,175.0,
590,590,590,590,590,590,590,590,590,590,590,tt1132589,Hijack,2008,05 Sep 2008,Action | Drama | Thriller,Gavendra Agarwal (story) | Kumaar (lyrics) | Kunal Shivdasani (story),Shiney Ahuja | Mona Ambegaonkar | Ishita Chauhan | Mukesh Chhabra,Kunal Shivdasani,0.0,1,3.8,278.0,117.0
591,591,591,591,591,591,591,591,591,591,591,tt1132595,Maan Gaye Mughall-E-Azam,2008,22 Aug 2008,Comedy | Crime | Drama,Sanjay Chhel | Sunil Munshi (screenplay),Mallika Sherawat | Rahul Bose | Paresh Rawal | Kay Kay Menon,Sanjay Chhel,0.0,1,3.1,459.0,
592,592,592,592,592,592,592,592,592,592,592,tt1132606,Ugly Aur Pagli,2008,01 Aug 2008,Comedy | Drama,Anil Pandey (story) | Amitabh Verma (lyrics) | Suparn Verma (additional screenplay & dialogue),Mallika Sherawat | Ranvir Shorey | Bharati Achrekar | Zeenat Aman,Sachin Kamlakar Khot,0.0,2,3.8,659.0,117.0
593,593,593,593,593,593,593,593,593,593,593,tt1137434,Aabra Ka Daabra,2004,,Fantasy,,Naveen Bawa | Satish Kaushik | Anupam Kher | Krrishna,Dheeraj Kumar,0.0,1,2.4,184.0,144.0
594,594,594,594,594,594,594,594,594,594,594,tt1137979,Rama Rama Kya Hai Dramaaa,2008,01 Feb 2008,Comedy | Drama | Romance,Chandrakant Singh (story) | Mohammed Salim (screenplay),Neha Dhupia | Amrita Arora | Anupam Kher | Rati Agnihotri,Chandrakant Singh,0.0,1,4.0,226.0,180.0
595,595,595,595,595,595,595,595,595,595,595,tt1139671,Yeh Hai Pyar Ka Mausam,2001,,Crime,M.L. Bhaskar,Rajat Bakshi | Rajesh Bakshi | Prem Chabra | Harish Ghera,Rajesh Bakshi,0.0,1,,,108.0
596,596,596,596,596,596,596,596,596,596,596,tt1144804,Kambakkht Ishq,2009,03 Jul 2009,Action | Comedy | Romance,Sabir Khan (screenplay) | Ishita Moitra (screenplay) | Anvita Dutt Guptan (dialogue) | Kiran Kotrial (screenplay),Sylvester Stallone | Brandon Routh | Denise Richards | Whoopi Goldberg,Sabir Khan,0.0,4,3.9,6114.0,142.0
597,597,597,597,597,597,597,597,597,597,597,tt1146325,Singh Is Kinng,2008,08 Aug 2008,Action | Comedy | Crime,Anees Bazmee (writer & dialogue) | Vipul Binjola (dialogue) | Suresh Nair | Rishi Virmani (dialogue),Akshay Kumar | Katrina Kaif | Om Puri | Kiron Kher,Anees Bazmee,0.0,7,5.8,12870.0,135.0
598,598,598,598,598,598,598,598,598,598,598,tt1156148,Karzzzz,2008,17 Oct 2008,Action | Drama | Musical,Shiraz Ahmed (screenplay) | Sameer (lyrics),Himesh Reshammiya | Urmila Matondkar | Shweta Kumar | Dino Morea,Satish Kaushik,0.0,1,2.1,1087.0,142.0
599,599,599,599,599,599,599,599,599,599,599,tt1159917,Bombay to Bangkok,2008,18 Jan 2008,Comedy | Drama | Romance,Nagesh Kukunoor,Shreyas Talpade | Lena Christensen | Vijay Maurya | Manmeet Singh,Nagesh Kukunoor,0.0,1,4.7,389.0,120.0
600,600,600,600,600,600,600,600,600,600,600,tt1166100,Ghajini,2008,25 Dec 2008,Action | Drama | Mystery,Piyush Mishra (dialogue) | A.R. Murugadoss (story),Aamir Khan | Asin | Jiah Khan | Tinnu Anand,A.R. Murugadoss,0.0,8,7.3,51230.0,183.0
601,601,601,601,601,601,601,601,601,601,601,tt1169841,Return of Hanuman,2007,28 Dec 2007,Animation | Action | Adventure,Anurag Kashyap,,Anurag Kashyap,1.0,1,7.0,448.0,110.0
602,602,602,602,602,602,602,602,602,602,602,tt1170399,C Kkompany,2008,29 Aug 2008,Comedy | Drama,Shabbir Ahmed (lyrics) | Anand Raj Anand (lyrics) | Sachin Yardi,Tusshar Kapoor | Anupam Kher | Rajpal Yadav | Raima Sen,Sachin Yardi,0.0,1,5.5,843.0,127.0
603,603,603,603,603,603,603,603,603,603,603,tt1170404,Mere Baap Pehle Aap,2008,13 Jun 2008,Comedy | Drama | Romance,Manisha Korde (dialogue) | Priyadarshan (story) | Kalavur Ravikumar (story) | Sameer (lyrics),Paresh Rawal | Akshaye Khanna | Genelia D'Souza | Om Puri,Priyadarshan,0.0,3,5.3,1643.0,163.0
604,604,604,604,604,604,604,604,604,604,604,tt1170411,Victory,2009,30 Jan 2009,Drama | Sport,Darab Farooqui (dialogue script) | Kannan Iyer (screenplay) | Anupam Maanav (additional dialogue) | Ajit Pal Mangat (story),Harman Baweja | Allan Border | Mike Hussey | Simon Jones,Ajit Pal Mangat,0.0,1,3.8,416.0,160.0
605,605,605,605,605,605,605,605,605,605,605,tt1172587,Delhi Safari,2012,07 Dec 2012,Animation,Nikhil Advani (screenplay) | Nikhil Advani (story) | Rahul Awate (dialogue) | Girish Dhamija (dialogue) | Girish Dhamija (screenplay) | Suresh Nair (screenplay) | Milap Zaveri (dialogue),Cary Elwes | Christopher Lloyd | Troy Baker | Tom Kenny,Nikhil Advani,0.0,1,5.7,1445.0,96.0
606,606,606,606,606,606,606,606,606,606,606,tt1174041,Main Aurr Mrs Khanna,2009,16 Oct 2009,Comedy | Drama,Arun Bhairav (lyrics) | Suzanne D'Mello (lyrics) | Jalees Sherwani (lyrics) | Prem Soni (screenplay) | Junaid Wasi (lyrics),Kareena Kapoor | Salman Khan | Sohail Khan | Yash Tonk,Prem Soni,0.0,1,3.7,2402.0,109.0
607,607,607,607,607,607,607,607,607,607,607,tt1176141,Zahreela,2001,05 Mar 2001,Action,Iqbal Durrani (dialogue) | Sanjay Kumar (screenplay),Vikas Anand | Asrani | Mithun Chakraborty | Gulshan Grover,Raj N. Sippy,0.0,1,4.6,36.0,
608,608,608,608,608,608,608,608,608,608,608,tt1176201,Jai Ganesh Deva,2001,,Fantasy,,Delhi Ganesh | Jai Ganesh | Nizhalgal Ravi | Radha Ravi,K. Shankar,0.0,1,4.0,5.0,
609,609,609,609,609,609,609,609,609,609,609,tt1176911,Quick Gun Murugun: Misadventures of an Indian Cowboy,2009,28 Aug 2009,Action | Comedy | Drama,Rajesh Devraj (story),Rajendraprasad | Nasser | Rambha | Raju Sundaram,Shashanka Ghosh,0.0,2,6.0,747.0,97.0
610,610,610,610,610,610,610,610,610,610,610,tt1176960,One Two Three,2008,28 Mar 2008,Action | Comedy | Drama,Ashwani Dhir (screenplay),Neetu Chandra | Esha Deol | Vrajesh Hirjee | Tusshar Kapoor,Ashwani Dhir,0.0,4,5.2,2154.0,135.0
611,611,611,611,611,611,611,611,611,611,611,tt1176961,Paying Guests,2009,19 Jun 2009,Comedy | Drama,Wajid Ali (lyrics) | Rashid Firozabadi (lyrics) | Lawrence John (additional dialogue & screenplay) | Paritosh Painter (story) | Jalees Sherwani (lyrics) | A.K. Upadhyay (lyrics),Shreyas Talpade | Javed Jaffrey | Aashish Chaudhary | Vatsal Seth,Paritosh Painter,0.0,2,4.3,453.0,109.0
612,612,612,612,612,612,612,612,612,612,612,tt1178657,Superstar,2008,08 Feb 2008,Drama | Romance,Rohit Jugraj | Sudip Sharma | Rahul Singh (story) | Rahul Singh,Kunal Khemu | Tulip Joshi | Aushima Sawhney | Apoorva S. Badgaiyan,Rohit Jugraj,0.0,1,6.0,627.0,120.0
613,613,613,613,613,613,613,613,613,613,613,tt1179781,Mission Istaanbul: Darr Ke Aagey Jeet Hai!,2008,25 Jul 2008,Action | Adventure | Drama,Shabbir Ahmed (lyrics) | Chirantan Bhatt (lyrics) | Ege (lyrics) | Hamza Faruqui (lyrics) | Apoorva Lakhia (screenplay) | Virag Mishra (lyrics) | Suresh Nair (screenplay) | Suresh Nair (story) | Sameer (lyrics) | Mika Singh (lyrics) | Raj Vasant (dialogue),Vivek Oberoi | Zayed Khan | Shriya Saran | Shabbir Ahluwalia,Apoorva Lakhia,0.0,1,3.4,945.0,130.0
614,614,614,614,614,614,614,614,614,614,614,tt1179782,Mithya,2008,08 Feb 2008,Comedy | Crime | Drama,Rajat Kapoor | Saurabh Shukla | Neerav Ghosh (lyrics) | Ashish Manchanda (lyrics) | Shahid Hamdaane (lyrics) | Prakash Chandra Dhamak (lyrics),Ranvir Shorey | Neha Dhupia | Naseeruddin Shah | Saurabh Shukla,Rajat Kapoor,0.0,3,7.1,1814.0,110.0
615,615,615,615,615,615,615,615,615,615,615,tt1182884,Dulha Mil Gaya,2010,08 Jan 2010,Comedy | Drama,Mudassar Aziz (story) | Mudassar Aziz | Neeraj Udhwani (script associate) | Vivek Vaswani (story),Sushmita Sen | Fardeen Khan | Ishita Sharma | Shah Rukh Khan,Mudassar Aziz,0.0,1,4.4,2269.0,152.0
616,616,616,616,616,616,616,616,616,616,616,tt1182908,Krazzy 4,2008,11 Apr 2008,Action | Comedy | Crime,Ashwani Dhir (screenplay) | Rakesh Roshan (story),Juhi Chawla | Irrfan Khan | Arshad Warsi | Rajpal Yadav,Jaideep Sen,0.0,4,4.2,1788.0,110.0
617,617,617,617,617,617,617,617,617,617,617,tt1182937,Rab Ne Bana Di Jodi,2008,12 Dec 2008,Comedy | Drama | Musical,Aditya Chopra (story),Shah Rukh Khan | Vinay Pathak | Anushka Sharma | M.K. Raina,Aditya Chopra,0.0,8,7.2,40010.0,167.0
618,618,618,618,618,618,618,618,618,618,618,tt1182972,Bachna Ae Haseeno,2008,15 Aug 2008,Comedy | Drama | Romance,Aditya Chopra (story) | Devika Bhagat (screenplay) | Anvita Dutt Guptan (dialogue),Ranbir Kapoor | Bipasha Basu | Minissha Lamba | Deepika Padukone,Siddharth Anand,0.0,5,6.2,9162.0,152.0
619,619,619,619,619,619,619,619,619,619,619,tt1183917,Teen Patti,2010,26 Feb 2010,Drama | Thriller,Shivkumar Subramaniam (story) | Leena Yadav (story) | Ben Rekhi (english dialogue),Amitabh Bachchan | Madhavan | Shraddha Kapoor | Siddharth Kher,Leena Yadav,0.0,1,4.1,1294.0,142.0
620,620,620,620,620,620,620,620,620,620,620,tt1183944,Sadiyaan: Boundaries Divide... Love Unites,2010,02 Apr 2010,Drama | Romance,Abhay Kanwar (re-written by) | Raj Kanwar (screenplay) | Raj Kanwar (story) | Sameer (lyrics) | Javed Siddiqui (dialogues),Rekha | Hema Malini | Javed Sheikh | Avtar Gill,Raj Kanwar,0.0,1,4.5,63.0,200.0
621,621,621,621,621,621,621,621,621,621,621,tt1183946,The Stoneman Murders,2009,13 Feb 2009,Crime | Drama | Mystery,Manish Gupta,Kay Kay Menon | Arbaaz Khan | Rukhsar | Veerendra Saxena,Manish Gupta,0.0,1,7.4,2093.0,95.0
622,622,622,622,622,622,622,622,622,622,622,tt1185412,Veer,2010,22 Jan 2010,Action | Adventure | Drama,Shailesh Verma (screenplay) | Shaktimaan Talwar (screenplay) | Salman Khan (story),Salman Khan | Mithun Chakraborty | Jackie Shroff | Sohail Khan,Anil Sharma,0.0,3,4.7,6608.0,169.0
623,623,623,623,623,623,623,623,623,623,623,tt1185420,Dostana,2008,14 Nov 2008,Comedy | Drama | Romance,Anvita Dutt Guptan (dialogue script) | Tarun Mansukhani (first story),Abhishek Bachchan | John Abraham | Priyanka Chopra | Kiron Kher,Tarun Mansukhani,0.0,4,6.5,12649.0,145.0
624,624,624,624,624,624,624,624,624,624,624,tt1185442,Kurbaan,2009,20 Nov 2009,Action | Crime | Drama,Renzil D'Silva (screenplay) | Niranjan Iyengar (dialogues) | Karan Johar (story) | Anurag Kashyap (dialogues) | Irfan Siddiqui (lyrics),Kareena Kapoor | Saif Ali Khan | Om Puri | Vivek Oberoi,Renzil D'Silva,0.0,2,5.7,4234.0,161.0
625,625,625,625,625,625,625,625,625,625,625,tt1187043,3 Idiots,2009,25 Dec 2009,Comedy | Drama,Rajkumar Hirani | Abhijit Joshi | Vidhu Vinod Chopra (screenplay),Aamir Khan | Kareena Kapoor | Madhavan | Sharman Joshi,Rajkumar Hirani,0.0,9,8.4,295733.0,170.0
626,626,626,626,626,626,626,626,626,626,626,tt1188982,Jai Ho,2014,24 Jan 2014,Action | Drama,A.R. Murugadoss (story) | Dilip Shukla (screenplay),Salman Khan | Tabu | Sunil Shetty | Genelia D'Souza,Sohail Khan,0.0,5,5.3,15368.0,135.0
627,627,627,627,627,627,627,627,627,627,627,tt1188996,My Name Is Khan,2010,12 Feb 2010,Drama | Romance | Thriller,Shibani Bathija (story) | Shibani Bathija (dialogue) | Niranjan Iyengar (dialogue),Shah Rukh Khan | Kajol | Katie A. Keane | Kenton Duty,Karan Johar,0.0,6,8.0,90376.0,165.0
628,628,628,628,628,628,628,628,628,628,628,tt1189006,Toonpur Ka Superrhero,2010,24 Dec 2010,Animation | Action | Adventure,Raagi Bhatnagar (story) | Bhimsain (story) | Munna Dhiman (lyrics) | Mubeen Farooqi (dialogue) | Kireet Khurana (screenplay) | Kumaar (lyrics),Ajay Devgn | Sanjay Dutt | Delnaaz Irani | Chinky Jaiswal,Kireet Khurana,0.0,1,4.3,597.0,95.0
629,629,629,629,629,629,629,629,629,629,629,tt1191118,Hello Darling,2010,27 Aug 2010,Comedy | Drama,Shabbir Ahmed (lyrics) | Kumaar (lyrics) | Ashiesh Pandit (lyrics) | Sachin Shah | Pankaj Trivedi,Gul Panag | Celina Jaitly | Isha Koppikar | Chunky Pandey,Manoj Tiwari,0.0,1,3.4,98.0,
630,630,630,630,630,630,630,630,630,630,630,tt1191138,Thoda Pyaar Thoda Magic,2008,28 Jun 2008,Comedy | Drama | Family,Rohena Gera (screenplay) | Kunal Kohli (story),Rishi Kapoor | Saif Ali Khan | Rani Mukerji | Akshat Chopra,Kunal Kohli,0.0,2,4.9,2021.0,145.0
631,631,631,631,631,631,631,631,631,631,631,tt1194232,Jaane Kahan Se Aayi Hai,2010,09 Apr 2010,Comedy | Drama | Fantasy,Sameer (lyrics) | Milap Zaveri (story),Priyanka Chopra | Akshay Kumar | Jacqueline Fernandez | Karan Johar,Milap Zaveri,0.0,1,4.1,499.0,94.0
632,632,632,632,632,632,632,632,632,632,632,tt1194236,Get Educated: Paathshaala,2010,16 Apr 2010,Drama,Ahmed Khan (story),Nana Patekar | Shahid Kapoor | Ayesha Takia | Sushant Singh,Milind Ukey,0.0,2,4.9,1357.0,122.0
633,633,633,633,633,633,633,633,633,633,633,tt1194608,Ek Vivaah... Aisa Bhi,2008,07 Nov 2008,Drama | Romance,Sooraj R. Barjatya (story) | Ashapurna Devi (story) | Ravindra Jain (lyrics) | Shashi Mittal (dialogue & screenplay) | Sumit Mittal (dialogue & screenplay),Isha Koppikar | Sonu Sood | Anand Abhyankar | Daman Baggan,Kaushik Ghatak,0.0,2,5.5,378.0,132.0
634,634,634,634,634,634,634,634,634,634,634,tt1198101,Kites,2010,21 May 2010,Action | Drama | Romance,Anurag Basu (screenplay) | Robin Bhatt (screenplay) | Sanjeev Dutta (dialogue) | Akarsh Khurana (additional English dialogue) | Akarsh Khurana (screenplay) | Rakesh Roshan (story),Hrithik Roshan | Bárbara Mori | Steven Michael Quezada | Kangana Ranaut,Anurag Basu,0.0,2,6.1,11304.0,123.0
635,635,635,635,635,635,635,635,635,635,635,tt1199490,Bad Luck Govind,2009,09 Jan 2009,Comedy | Crime | Drama,Varun Khanna (dialogue),Gaurav Kapoor | Hrishitaa Bhatt | Govind Namdeo | Zakir Hussain,Varun Khanna,0.0,1,3.8,15.0,120.0
636,636,636,636,636,636,636,636,636,636,636,tt1199534,Tulsi: Mathrudevobhava,2008,18 Jan 2008,Drama,,Manisha Koirala | Irrfan Khan | Sadashiv Amrapurkar | Tinnu Anand,Ajay Kumar,0.0,1,6.3,41.0,134.0
637,637,637,637,637,637,637,637,637,637,637,tt1201557,Acid Factory,2009,09 Oct 2009,Action | Crime | Drama,Milind Gadagkar (screenplay) | Milind Gadagkar (story) | Sanjay Gupta (additional dialogue) | Sanjay Gupta (screenplay) | Saurabh Shukla (dialogue) | Suparn Verma (screenplay),Fardeen Khan | Dia Mirza | Manoj Bajpayee | Aftab Shivdasani,Suparn Verma,0.0,1,5.1,611.0,108.0
638,638,638,638,638,638,638,638,638,638,638,tt1202344,Ab... Bas!,2004,26 Nov 2004,Thriller,Atul Sharma,Chetanya Adeep | Shawar Ali | Arun Bakshi | Chitrapama,Rajesh Kumar Singh,0.0,1,3.3,64.0,137.0
639,639,639,639,639,639,639,639,639,639,639,tt1202517,Barah Aana,2009,16 Oct 2009,Comedy | Crime | Drama,Raj Kumar Gupta (screenplay) | Raja Menon (story),Naseeruddin Shah | Vijay Raaz | Arjun Mathur | Violante Placido,Raja Menon,0.0,1,6.9,902.0,97.0
640,640,640,640,640,640,640,640,640,640,640,tt1202540,Dil Bole Hadippa!,2009,18 Sep 2009,Comedy | Drama | Sport,Aparajita | Jaya,Shahid Kapoor | Rani Mukerji | Anupam Kher | Dalip Tahil,Anurag Singh,0.0,2,4.6,3416.0,148.0
641,641,641,641,641,641,641,641,641,641,641,tt1214948,Bhram: An Illusion,2008,04 Apr 2008,Drama | Mystery | Romance,Bhavani Iyer (screenplay) | Radhika Anand (dialogues) | Irshad Kamil (lyrics) | Kumaar (lyrics),Dino Morea | Milind Soman | Sheetal Menon | Simone Singh,Pavan Kaul,0.0,1,4.4,100.0,
642,642,642,642,642,642,642,642,642,642,642,tt1216276,26th July at Barista,2008,14 Mar 2008,Drama,Rahil Qazi (screenplay) | Sandarbh (lyrics),Ajita | Himani Chawla | Sumeet Chawla | Suresh Dubey,Mohan Sharma,0.0,1,3.1,28.0,
643,643,643,643,643,643,643,643,643,643,643,tt1216300,Jannat: In Search of Heaven...,2008,16 May 2008,Crime | Drama | Romance,Vishesh Bhatt (screenplay) | Kunal Deshmukh (story) | Sanjay Masoom (dialogue),Emraan Hashmi | Sonal Chauhan | Shakeel Khan | Sameer Kochhar,Kunal Deshmukh,0.0,7,6.9,4994.0,140.0
644,644,644,644,644,644,644,644,644,644,644,tt1217608,Yaar Meri Zindagi,2008,22 Apr 2008,Drama | Family | Musical,Yash Pal (dialogue) | V.K. Sharma (dialogue),Amitabh Bachchan | Shatrughan Sinha | Sharda | Sudha Chandran,Ashok Gupta | Mukul Dutt,0.0,1,4.8,31.0,
645,645,645,645,645,645,645,645,645,645,645,tt1218038,The President Is Coming,2009,09 Jan 2009,Comedy,Anuvab Pal,Konkona Sen Sharma | Shernaz Patel | Shivani Tanksale | Anand Tiwari,Kunaal Roy Kapur,0.0,1,6.9,625.0,90.0
646,646,646,646,646,646,646,646,646,646,646,tt1218345,Dil Kabaddi,2008,05 Dec 2008,Comedy | Drama,Vivek Anand | Anil Senior | Lezlie George Sparkx,Irrfan Khan | Rahul Bose | Rahul Khanna | Konkona Sen Sharma,Anil Senior,0.0,2,5.8,610.0,120.0
647,647,647,647,647,647,647,647,647,647,647,tt1220718,Via Darjeeling,2008,27 Jun 2008,Drama | Mystery | Thriller,Ranjan Das | Gautam Nag (lyrics) | Arindam Nandy | Atul Sabharwal (dialogue) | Siladitya Sanyal | Mrityunjay Kumar Singh (lyrics) | Vibha Singh (lyrics) | Sanjeev Tiwari (lyrics),Kay Kay Menon | Sonali Kulkarni | Parvin Dabas | Vinay Pathak,Arindam Nandy,0.0,1,5.4,152.0,104.0
648,648,648,648,648,648,648,648,648,648,648,tt1221133,EMI: Liya Hai To Chukana Padega,2008,07 Nov 2008,Comedy | Crime | Drama,Shabbir Ahmed (lyrics) | Khalid Azmi (dialogue) | Shakeel Azmi (lyrics) | Moortuza Borsadi (screenplay) | Hamza Faruqui (lyrics) | Saurabh Kabra (screenplay) | Sarim Momin (lyrics) | Nitin Raikwar (dialogue) | T. Govinda Rajan (dialogue) | Amar Valentine (lyrics) | Junaid Wasi (lyrics),Malaika Arora | Arun Bakshi | Aashish Chaudhary | Snehal Dabi,Saurabh Kabra,0.0,1,4.4,509.0,180.0
649,649,649,649,649,649,649,649,649,649,649,tt1221139,Welcome to Sajjanpur,2008,19 Sep 2008,Comedy | Drama,Ashok Mishra (screenplay) | Shyam Benegal (story),Shreyas Talpade | Amrita Rao | Ravi Kishan | Ila Arun,Shyam Benegal,0.0,4,6.9,2851.0,133.0
650,650,650,650,650,650,650,650,650,650,650,tt1221142,Mumbai Cutting,2011,01 Mar 2011,Drama,Jahnu Barua | Rahul Dholakia | Rituparno Ghosh | Anurag Kashyap | Sudhir Mishra | Kundan Shah | Gaurav Sinha,Raj Singh Arora | Abhisar Bose | Neetu Chandra | Master Chinmay,Jahnu Barua | Rahul Dholakia | Rituparno Ghosh | Shashanka Ghosh | Manish Jha | Anurag Kashyap | Sudhir Mishra | Ruchi Narain | Ayush Raina | Revathy | Kundan Shah,0.0,1,7.5,94.0,130.0
651,651,651,651,651,651,651,651,651,651,651,tt1223922,Blue,2009,16 Oct 2009,Action | Adventure | Romance,Anthony D'Souza | Mayur Puri (dialogue),Akshay Kumar | Sanjay Dutt | Lara Dutta | Zayed Khan,Anthony D'Souza,0.0,2,3.8,4077.0,119.0
652,652,652,652,652,652,652,652,652,652,652,tt1224454,Sirf....: Life Looks Greener on the Other Side,2008,25 Apr 2008,Drama,Rajatesh Nayyar (story) | Shashikant Verma (story) | Santosh Saroj (dialogue) | Mehboob (lyrics) | Vipul Saini (lyrics),Kay Kay Menon | Manisha Koirala | Ranvir Shorey | Sonali Kulkarni,Rajatesh Nayyar,0.0,1,6.0,87.0,
653,653,653,653,653,653,653,653,653,653,653,tt1227524,Aashayein,2010,27 Aug 2010,Comedy | Drama,Nagesh Kukunoor,John Abraham | Anaitha Nair | Girish Karnad | Farida Jalal,Nagesh Kukunoor,0.0,1,7.2,1099.0,120.0
654,654,654,654,654,654,654,654,654,654,654,tt1227762,Aladin,2009,30 Oct 2009,Action | Adventure | Comedy,Vishal Dadlani (lyrics) | Sujoy Ghosh (screenplay) | Suresh Nair (additional story) | Ritesh Shah (dialogue) | Ritesh Shah (story),Shubhankar Atre | Amitabh Bachchan | Victor Banerjee | Dhaval Barbhaya,Sujoy Ghosh,0.0,1,4.7,2410.0,132.0
655,655,655,655,655,655,655,655,655,655,655,tt1228707,Jimmy,2008,09 May 2008,Action | Crime | Drama,Ranbir Pushp | Anand Raj Anand (lyrics) | Virag Mishra (lyrics),Mimoh Chakraborty | Rati Agnihotri | Vikas Anand | Rahul Dev,Raj N. Sippy,0.0,1,1.7,166.0,
656,656,656,656,656,656,656,656,656,656,656,tt1228726,Mr. White Mr. Black,2008,02 May 2008,Action | Comedy | Crime,Deepak S. Shivdasani (story) | Nishikant Kamat (screenplay) | Sanjay Pawar (screenplay) | Sanjeev Duggal (screenplay) | Sameer (lyrics),Sunil Shetty | Arshad Warsi | Sadashiv Amrapurkar | Deep Dhillon,Deepak S. Shivdasani,0.0,1,3.6,176.0,130.0
657,657,657,657,657,657,657,657,657,657,657,tt1228744,Pranali: The Tradition,2008,02 May 2008,Crime | Drama,Hridesh Kamble (story) | Manoj Pandey (story) | Manoj Pandey (dialogue),Nargis Bagheri | Upendra Limaye | Sudha Chandran | Raman Trikha,Hridesh Kamble,0.0,1,5.9,30.0,
658,658,658,658,658,658,658,658,658,658,658,tt1230165,Rock On!!,2008,29 Aug 2008,Drama | Music,Farhan Akhtar (dialogue) | Pubali Chaudhuri (screenplay) | Abhishek Kapoor (story),Arjun Rampal | Farhan Akhtar | Luke Kenny | Purab Kohli,Abhishek Kapoor,0.0,4,7.8,19053.0,145.0
659,659,659,659,659,659,659,659,659,659,659,tt1230448,Billu,2009,13 Feb 2009,Comedy | Drama,Manisha Korde (dialogue) | Priyadarshan (screenplay) | Mushtaq Sheikh (screenplay) | Sreenivasan (story),Irrfan Khan | Shah Rukh Khan | Lara Dutta | Om Puri,Priyadarshan,0.0,2,6.2,9264.0,137.0
660,660,660,660,660,660,660,660,660,660,660,tt1234250,Mehbooba,2008,11 Jul 2008,Drama | Romance,Robin Bhatt (additional screenplay) | Rumi Jaffery (story) | Afzal Khan (screenplay) | Javed Siddiqui (dialogue),Sanjay Dutt | Manisha Koirala | Ajay Devgn | Asrani,Tabrez Hashmi | Afzal Khan,0.0,1,3.7,301.0,163.0
661,661,661,661,661,661,661,661,661,661,661,tt1236441,Phir Kabhi,2008,,Drama | Romance,M. Sindhuraj | Kamlesh Kunti Singh (dialogue),Mithun Chakraborty | Dimple Kapadia | Rati Agnihotri | Gulshan Grover,V.K. Prakash,0.0,1,6.9,67.0,
662,662,662,662,662,662,662,662,662,662,662,tt1238718,Alibaba Aur 40 Chor,2004,10 Dec 2004,Action | Adventure | Drama,Farukh Barelvi (dialogue writer),Azghar | Brownie | Divya Divedi | Anwar Fatehan,Sunil Agnihotri,0.0,1,4.6,25.0,
663,663,663,663,663,663,663,663,663,663,663,tt1238735,Dhoom Dadakka,2008,23 May 2008,Comedy | Crime | Drama,Ashwani Dhir (dialogue) | Ashwani Dhir (story) | Shashi Ranjan (story) | Kabir Shrivastava (dialogue) | Kabir Shrivastava (story),Jackie Shroff | Anupam Kher | Satish Shah | Gulshan Grover,Shashi Ranjan,0.0,1,3.5,75.0,128.0
664,664,664,664,664,664,664,664,664,664,664,tt1241195,Aamir,2008,06 Jun 2008,Drama | Thriller,Raj Kumar Gupta (story),Rajeev Khandelwal | Aishwarya | Vasan Bala | Chinkal,Raj Kumar Gupta,0.0,2,7.7,9504.0,99.0
665,665,665,665,665,665,665,665,665,665,665,tt1241334,Saas Bahu Aur Sensex,2008,19 Sep 2008,Comedy | Drama,Raqueeb Alam (lyrics) | BlaaZe (lyrics) | Shona Urvashi (screenplay),Kiron Kher | Farooq Shaikh | Ankur Khanna | Masumeh Makhija,Shona Urvashi,0.0,1,5.2,92.0,
